-182.015, 77.258, 2.619,  1.765
-181.977, 77.179, 2.623,  1.798
-181.939, 77.100, 2.626,  1.831
-181.903, 77.020, 2.629,  1.864
-181.867, 76.940, 2.632,  1.897
-181.832, 76.859, 2.634,  1.930
-181.798, 76.778, 2.637,  1.963
-181.765, 76.696, 2.639,  1.996
-181.733, 76.614, 2.642,  2.029
-181.701, 76.531, 2.645,  2.062
-181.671, 76.448, 2.647,  2.095
-181.641, 76.365, 2.651,  2.128
-181.612, 76.280, 2.654,  2.161
-181.584, 76.196, 2.658,  2.194
-181.557, 76.111, 2.662,  2.227
-181.531, 76.026, 2.667,  2.260
-181.506, 75.940, 2.671,  2.293
-181.482, 75.853, 2.676,  2.326
-181.458, 75.766, 2.681,  2.359
-181.436, 75.679, 2.685,  2.392
-181.414, 75.591, 2.691,  2.425
-181.394, 75.503, 2.696,  2.458
-181.374, 75.415, 2.702,  2.491
-181.355, 75.326, 2.707,  2.524
-181.337, 75.237, 2.713,  2.557
-181.320, 75.147, 2.718,  2.590
-181.304, 75.057, 2.724,  2.623
-181.289, 74.966, 2.730,  2.656
-181.275, 74.876, 2.736,  2.689
-181.261, 74.784, 2.742,  2.722
-181.248, 74.693, 2.748,  2.755
-181.237, 74.601, 2.754,  2.788
-181.226, 74.509, 2.760,  2.821
-181.215, 74.417, 2.767,  2.854
-181.206, 74.324, 2.773,  2.887
-181.197, 74.231, 2.779,  2.920
-181.189, 74.138, 2.785,  2.953
-181.182, 74.045, 2.791,  2.986
-181.175, 73.951, 2.798,  3.019
-181.170, 73.857, 2.804,  3.052
-181.164, 73.763, 2.810,  3.085
-181.160, 73.669, 2.817,  3.118
-181.156, 73.574, 2.823,  3.151
-181.152, 73.479, 2.829,  3.184
-181.150, 73.384, 2.835,  3.217
-181.147, 73.289, 2.841,  3.250
-181.146, 73.194, 2.847,  3.283
-181.145, 73.098, 2.854,  3.316
-181.144, 73.002, 2.860,  3.349
-181.144, 72.906, 2.866,  3.382
-181.144, 72.810, 2.872,  3.415
-181.144, 72.714, 2.878,  3.448
-181.145, 72.618, 2.884,  3.481
-181.147, 72.521, 2.891,  3.514
-181.148, 72.424, 2.897,  3.547
-181.150, 72.327, 2.903,  3.580
-181.153, 72.230, 2.909,  3.613
-181.156, 72.132, 2.915,  3.646
-181.159, 72.035, 2.921,  3.679
-181.162, 71.937, 2.928,  3.712
-181.165, 71.839, 2.934,  3.745
-181.169, 71.741, 2.940,  3.778
-181.173, 71.643, 2.946,  3.811
-181.177, 71.544, 2.953,  3.844
-181.181, 71.446, 2.959,  3.877
-181.185, 71.347, 2.965,  3.910
-181.190, 71.248, 2.972,  3.943
-181.194, 71.149, 2.978,  3.976
-181.199, 71.049, 2.985,  4.009
-181.204, 70.950, 2.991,  4.042
-181.209, 70.850, 2.998,  4.075
-181.214, 70.750, 3.004,  4.108
-181.219, 70.649, 3.011,  4.141
-181.224, 70.549, 3.018,  4.174
-181.229, 70.448, 3.024,  4.207
-181.234, 70.347, 3.031,  4.240
-181.239, 70.246, 3.038,  4.273
-181.244, 70.145, 3.044,  4.306
-181.249, 70.043, 3.051,  4.339
-181.254, 69.941, 3.058,  4.372
-181.259, 69.839, 3.065,  4.405
-181.264, 69.737, 3.072,  4.438
-181.269, 69.635, 3.079,  4.471
-181.274, 69.532, 3.086,  4.504
-181.278, 69.429, 3.093,  4.537
-181.283, 69.326, 3.100,  4.570
-181.288, 69.222, 3.107,  4.603
-181.292, 69.119, 3.115,  4.636
-181.297, 69.015, 3.122,  4.669
-181.301, 68.911, 3.129,  4.702
-181.305, 68.806, 3.136,  4.735
-181.309, 68.702, 3.144,  4.768
-181.313, 68.597, 3.151,  4.801
-181.317, 68.492, 3.159,  4.834
-181.321, 68.386, 3.166,  4.867
-181.325, 68.280, 3.174,  4.900
-181.328, 68.175, 3.182,  4.933
-181.332, 68.068, 3.189,  4.966
-181.335, 67.962, 3.197,  4.999
-181.339, 67.855, 3.205,  5.032
-181.342, 67.748, 3.213,  5.065
-181.345, 67.641, 3.220,  5.098
-181.348, 67.533, 3.228,  5.131
-181.351, 67.426, 3.236,  5.164
-181.353, 67.318, 3.244,  5.197
-181.356, 67.209, 3.252,  5.230
-181.359, 67.101, 3.260,  5.263
-181.361, 66.992, 3.268,  5.296
-181.363, 66.883, 3.276,  5.329
-181.365, 66.773, 3.284,  5.362
-181.368, 66.664, 3.293,  5.395
-181.369, 66.554, 3.301,  5.428
-181.371, 66.444, 3.309,  5.461
-181.373, 66.333, 3.318,  5.494
-181.375, 66.222, 3.326,  5.527
-181.376, 66.111, 3.334,  5.560
-181.378, 66.000, 3.343,  5.593
-181.379, 65.888, 3.351,  5.626
-181.381, 65.776, 3.360,  5.659
-181.382, 65.664, 3.368,  5.692
-181.383, 65.552, 3.377,  5.725
-181.384, 65.439, 3.385,  5.758
-181.385, 65.326, 3.394,  5.791
-181.386, 65.212, 3.403,  5.824
-181.387, 65.099, 3.411,  5.857
-181.387, 64.985, 3.420,  5.890
-181.388, 64.871, 3.429,  5.923
-181.389, 64.756, 3.438,  5.956
-181.389, 64.641, 3.446,  5.989
-181.390, 64.526, 3.455,  6.022
-181.390, 64.411, 3.464,  6.055
-181.391, 64.295, 3.473,  6.088
-181.391, 64.179, 3.482,  6.121
-181.391, 64.063, 3.491,  6.154
-181.392, 63.946, 3.501,  6.187
-181.392, 63.829, 3.510,  6.220
-181.392, 63.712, 3.519,  6.253
-181.392, 63.595, 3.528,  6.286
-181.392, 63.477, 3.538,  6.319
-181.392, 63.359, 3.547,  6.352
-181.392, 63.240, 3.556,  6.385
-181.392, 63.121, 3.566,  6.418
-181.392, 63.002, 3.575,  6.451
-181.392, 62.883, 3.585,  6.484
-181.392, 62.763, 3.594,  6.517
-181.392, 62.643, 3.604,  6.550
-181.392, 62.523, 3.614,  6.583
-181.392, 62.402, 3.623,  6.616
-181.392, 62.281, 3.633,  6.649
-181.392, 62.160, 3.643,  6.682
-181.391, 62.038, 3.652,  6.715
-181.391, 61.916, 3.662,  6.748
-181.391, 61.794, 3.672,  6.781
-181.391, 61.671, 3.682,  6.814
-181.391, 61.548, 3.692,  6.847
-181.390, 61.425, 3.702,  6.880
-181.390, 61.301, 3.712,  6.913
-181.390, 61.177, 3.722,  6.946
-181.390, 61.053, 3.732,  6.979
-181.389, 60.928, 3.742,  7.012
-181.389, 60.803, 3.753,  7.045
-181.389, 60.678, 3.763,  7.078
-181.389, 60.552, 3.773,  7.111
-181.389, 60.426, 3.784,  7.144
-181.388, 60.300, 3.794,  7.177
-181.388, 60.173, 3.804,  7.210
-181.388, 60.046, 3.815,  7.243
-181.388, 59.918, 3.825,  7.276
-181.388, 59.791, 3.836,  7.309
-181.387, 59.662, 3.847,  7.342
-181.387, 59.534, 3.857,  7.375
-181.387, 59.405, 3.868,  7.408
-181.387, 59.276, 3.879,  7.441
-181.387, 59.146, 3.890,  7.474
-181.387, 59.016, 3.901,  7.507
-181.386, 58.886, 3.911,  7.540
-181.386, 58.755, 3.922,  7.573
-181.386, 58.624, 3.933,  7.606
-181.386, 58.493, 3.944,  7.639
-181.386, 58.361, 3.955,  7.672
-181.386, 58.229, 3.966,  7.705
-181.386, 58.097, 3.976,  7.738
-181.386, 57.964, 3.987,  7.771
-181.386, 57.831, 3.998,  7.804
-181.386, 57.697, 4.009,  7.837
-181.386, 57.563, 4.020,  7.870
-181.386, 57.429, 4.031,  7.903
-181.386, 57.294, 4.042,  7.936
-181.386, 57.159, 4.053,  7.969
-181.386, 57.024, 4.064,  8.002
-181.386, 56.888, 4.075,  8.035
-181.386, 56.752, 4.087,  8.068
-181.386, 56.616, 4.098,  8.101
-181.386, 56.479, 4.109,  8.134
-181.386, 56.341, 4.121,  8.167
-181.386, 56.204, 4.132,  8.200
-181.386, 56.066, 4.144,  8.233
-181.386, 55.927, 4.156,  8.266
-181.386, 55.788, 4.167,  8.299
-181.386, 55.649, 4.179,  8.332
-181.386, 55.510, 4.191,  8.365
-181.386, 55.370, 4.202,  8.398
-181.386, 55.229, 4.214,  8.431
-181.386, 55.088, 4.226,  8.464
-181.387, 54.947, 4.238,  8.497
-181.387, 54.806, 4.250,  8.530
-181.387, 54.664, 4.262,  8.563
-181.387, 54.521, 4.274,  8.596
-181.387, 54.379, 4.286,  8.629
-181.387, 54.235, 4.299,  8.662
-181.387, 54.092, 4.311,  8.695
-181.387, 53.948, 4.323,  8.728
-181.388, 53.803, 4.335,  8.761
-181.388, 53.659, 4.348,  8.794
-181.388, 53.513, 4.360,  8.827
-181.388, 53.368, 4.372,  8.860
-181.388, 53.222, 4.385,  8.893
-181.388, 53.075, 4.397,  8.926
-181.388, 52.928, 4.410,  8.959
-181.388, 52.781, 4.423,  8.992
-181.388, 52.633, 4.435,  9.025
-181.389, 52.485, 4.448,  9.058
-181.389, 52.336, 4.461,  9.091
-181.389, 52.187, 4.474,  9.124
-181.389, 52.038, 4.487,  9.157
-181.389, 51.888, 4.500,  9.190
-181.389, 51.738, 4.513,  9.223
-181.389, 51.587, 4.526,  9.256
-181.390, 51.436, 4.539,  9.289
-181.390, 51.284, 4.552,  9.322
-181.390, 51.132, 4.565,  9.355
-181.390, 50.980, 4.578,  9.388
-181.390, 50.827, 4.592,  9.421
-181.390, 50.673, 4.605,  9.454
-181.390, 50.519, 4.618,  9.487
-181.390, 50.365, 4.632,  9.520
-181.390, 50.210, 4.645,  9.553
-181.391, 50.055, 4.659,  9.586
-181.391, 49.899, 4.673,  9.619
-181.391, 49.743, 4.686,  9.652
-181.391, 49.587, 4.700,  9.685
-181.391, 49.430, 4.714,  9.718
-181.391, 49.272, 4.728,  9.751
-181.391, 49.114, 4.742,  9.784
-181.391, 48.956, 4.755,  9.817
-181.391, 48.797, 4.770,  9.850
-181.392, 48.638, 4.784,  9.883
-181.392, 48.478, 4.798,  9.916
-181.392, 48.318, 4.812,  9.949
-181.392, 48.157, 4.826,  9.982
-181.392, 47.996, 4.841, 10.015
-181.392, 47.834, 4.855, 10.048
-181.392, 47.672, 4.869, 10.081
-181.392, 47.509, 4.884, 10.114
-181.392, 47.346, 4.898, 10.147
-181.392, 47.182, 4.913, 10.180
-181.392, 47.018, 4.927, 10.213
-181.392, 46.854, 4.942, 10.246
-181.392, 46.688, 4.956, 10.279
-181.393, 46.523, 4.971, 10.312
-181.393, 46.357, 4.986, 10.345
-181.393, 46.190, 5.001, 10.378
-181.393, 46.023, 5.016, 10.411
-181.393, 45.856, 5.031, 10.444
-181.393, 45.688, 5.046, 10.477
-181.393, 45.519, 5.061, 10.510
-181.393, 45.350, 5.076, 10.543
-181.393, 45.180, 5.089, 10.576
-181.393, 45.010, 5.098, 10.609
-181.393, 44.841, 5.093, 10.642
-181.393, 44.671, 5.077, 10.675
-181.393, 44.503, 5.061, 10.708
-181.393, 44.335, 5.050, 10.741
-181.393, 44.167, 5.044, 10.774
-181.393, 43.999, 5.043, 10.807
-181.393, 43.830, 5.048, 10.840
-181.393, 43.662, 5.057, 10.873
-181.393, 43.493, 5.073, 10.906
-181.393, 43.323, 5.093, 10.939
-181.393, 43.153, 5.118, 10.972
-181.393, 42.981, 5.147, 11.005
-181.393, 42.809, 5.180, 11.038
-181.393, 42.635, 5.215, 11.071
-181.393, 42.460, 5.252, 11.104
-181.393, 42.284, 5.290, 11.137
-181.393, 42.106, 5.328, 11.170
-181.393, 41.927, 5.365, 11.203
-181.393, 41.748, 5.400, 11.236
-181.393, 41.567, 5.434, 11.269
-181.393, 41.385, 5.464, 11.302
-181.393, 41.202, 5.492, 11.335
-181.393, 41.018, 5.516, 11.368
-181.393, 40.834, 5.538, 11.401
-181.393, 40.649, 5.557, 11.434
-181.393, 40.463, 5.573, 11.467
-181.393, 40.277, 5.587, 11.500
-181.393, 40.090, 5.599, 11.533
-181.392, 39.904, 5.609, 11.566
-181.392, 39.716, 5.619, 11.599
-181.392, 39.529, 5.627, 11.632
-181.392, 39.341, 5.635, 11.665
-181.392, 39.153, 5.644, 11.698
-181.392, 38.965, 5.652, 11.731
-181.392, 38.776, 5.662, 11.764
-181.392, 38.588, 5.672, 11.797
-181.392, 38.398, 5.683, 11.830
-181.392, 38.208, 5.696, 11.863
-181.392, 38.018, 5.709, 11.896
-181.392, 37.827, 5.725, 11.929
-181.392, 37.636, 5.741, 11.962
-181.392, 37.444, 5.759, 11.995
-181.392, 37.252, 5.778, 12.028
-181.391, 37.059, 5.798, 12.061
-181.391, 36.865, 5.820, 12.094
-181.391, 36.670, 5.842, 12.127
-181.391, 36.475, 5.864, 12.160
-181.391, 36.278, 5.887, 12.193
-181.391, 36.082, 5.910, 12.226
-181.391, 35.884, 5.934, 12.259
-181.391, 35.685, 5.957, 12.292
-181.391, 35.486, 5.979, 12.325
-181.390, 35.286, 6.002, 12.358
-181.390, 35.086, 6.023, 12.391
-181.390, 34.884, 6.044, 12.424
-181.390, 34.682, 6.065, 12.457
-181.390, 34.479, 6.085, 12.490
-181.390, 34.276, 6.104, 12.523
-181.390, 34.072, 6.123, 12.556
-181.390, 33.867, 6.141, 12.589
-181.389, 33.662, 6.159, 12.622
-181.389, 33.456, 6.177, 12.655
-181.389, 33.250, 6.194, 12.688
-181.389, 33.043, 6.212, 12.721
-181.389, 32.836, 6.230, 12.754
-181.389, 32.627, 6.247, 12.787
-181.389, 32.419, 6.265, 12.820
-181.388, 32.209, 6.284, 12.853
-181.388, 31.999, 6.302, 12.886
-181.388, 31.789, 6.321, 12.919
-181.388, 31.577, 6.340, 12.952
-181.388, 31.366, 6.360, 12.985
-181.388, 31.153, 6.380, 13.018
-181.387, 30.940, 6.401, 13.051
-181.387, 30.726, 6.422, 13.084
-181.387, 30.511, 6.443, 13.117
-181.387, 30.296, 6.464, 13.150
-181.387, 30.080, 6.486, 13.183
-181.386, 29.863, 6.508, 13.216
-181.386, 29.645, 6.529, 13.249
-181.386, 29.427, 6.551, 13.282
-181.386, 29.208, 6.573, 13.315
-181.385, 28.988, 6.595, 13.348
-181.385, 28.768, 6.617, 13.381
-181.385, 28.547, 6.639, 13.414
-181.385, 28.325, 6.660, 13.447
-181.385, 28.102, 6.682, 13.480
-181.384, 27.879, 6.703, 13.513
-181.384, 27.655, 6.725, 13.546
-181.384, 27.430, 6.746, 13.579
-181.384, 27.204, 6.768, 13.612
-181.383, 26.978, 6.789, 13.645
-181.383, 26.751, 6.810, 13.678
-181.383, 26.524, 6.830, 13.711
-181.382, 26.296, 6.851, 13.744
-181.382, 26.067, 6.872, 13.777
-181.382, 25.837, 6.893, 13.810
-181.382, 25.607, 6.914, 13.843
-181.381, 25.376, 6.935, 13.876
-181.381, 25.144, 6.956, 13.909
-181.381, 24.911, 6.978, 13.942
-181.381, 24.678, 6.999, 13.975
-181.380, 24.444, 7.021, 14.008
-181.380, 24.210, 7.044, 14.041
-181.380, 23.974, 7.066, 14.074
-181.379, 23.738, 7.089, 14.107
-181.379, 23.501, 7.112, 14.140
-181.379, 23.263, 7.135, 14.173
-181.378, 23.025, 7.158, 14.206
-181.378, 22.786, 7.181, 14.239
-181.378, 22.546, 7.205, 14.272
-181.377, 22.305, 7.228, 14.305
-181.377, 22.063, 7.252, 14.338
-181.377, 21.821, 7.276, 14.371
-181.376, 21.578, 7.299, 14.404
-181.376, 21.334, 7.323, 14.437
-181.375, 21.089, 7.346, 14.470
-181.375, 20.844, 7.370, 14.503
-181.375, 20.597, 7.393, 14.536
-181.374, 20.350, 7.417, 14.569
-181.374, 20.102, 7.441, 14.602
-181.374, 19.854, 7.464, 14.635
-181.373, 19.604, 7.488, 14.668
-181.373, 19.354, 7.511, 14.701
-181.372, 19.103, 7.535, 14.734
-181.372, 18.851, 7.559, 14.767
-181.372, 18.599, 7.583, 14.800
-181.371, 18.345, 7.606, 14.833
-181.371, 18.091, 7.630, 14.866
-181.370, 17.836, 7.654, 14.899
-181.370, 17.581, 7.678, 14.932
-181.369, 17.324, 7.702, 14.965
-181.369, 17.067, 7.727, 14.998
-181.368, 16.808, 7.751, 15.031
-181.368, 16.549, 7.775, 15.064
-181.367, 16.290, 7.800, 15.097
-181.367, 16.029, 7.825, 15.130
-181.367, 15.768, 7.850, 15.163
-181.366, 15.505, 7.875, 15.196
-181.366, 15.242, 7.900, 15.229
-181.365, 14.978, 7.925, 15.262
-181.365, 14.713, 7.951, 15.295
-181.364, 14.448, 7.977, 15.328
-181.364, 14.181, 8.002, 15.361
-181.363, 13.914, 8.028, 15.394
-181.363, 13.645, 8.054, 15.427
-181.362, 13.376, 8.081, 15.460
-181.361, 13.106, 8.107, 15.493
-181.361, 12.835, 8.133, 15.526
-181.360, 12.564, 8.159, 15.559
-181.360, 12.291, 8.186, 15.592
-181.359, 12.017, 8.212, 15.625
-181.359, 11.743, 8.239, 15.658
-181.358, 11.468, 8.266, 15.691
-181.357, 11.191, 8.292, 15.724
-181.357, 10.914, 8.319, 15.757
-181.356, 10.636, 8.346, 15.790
-181.356, 10.358, 8.373, 15.823
-181.355, 10.078, 8.400, 15.856
-181.354, 9.797, 8.427, 15.889
-181.354, 9.516, 8.454, 15.922
-181.353, 9.233, 8.481, 15.955
-181.353, 8.950, 8.508, 15.988
-181.352, 8.665, 8.536, 16.021
-181.351, 8.380, 8.563, 16.054
-181.351, 8.094, 8.591, 16.087
-181.350, 7.807, 8.619, 16.120
-181.349, 7.519, 8.647, 16.153
-181.349, 7.230, 8.675, 16.186
-181.348, 6.940, 8.703, 16.219
-181.347, 6.649, 8.731, 16.252
-181.347, 6.358, 8.759, 16.285
-181.346, 6.065, 8.788, 16.318
-181.345, 5.771, 8.816, 16.351
-181.344, 5.477, 8.845, 16.384
-181.344, 5.181, 8.874, 16.417
-181.343, 4.884, 8.902, 16.450
-181.342, 4.587, 8.931, 16.483
-181.342, 4.289, 8.961, 16.516
-181.341, 3.989, 8.990, 16.549
-181.340, 3.689, 9.019, 16.582
-181.339, 3.387, 9.048, 16.615
-181.338, 3.085, 9.078, 16.648
-181.338, 2.782, 9.107, 16.681
-181.337, 2.477, 9.137, 16.714
-181.336, 2.172, 9.166, 16.747
-181.335, 1.866, 9.196, 16.780
-181.334, 1.558, 9.226, 16.813
-181.334, 1.250, 9.256, 16.846
-181.333, 0.941, 9.286, 16.879
-181.332, 0.631, 9.317, 16.912
-181.331, 0.319, 9.347, 16.945
-181.330, 0.007, 9.377, 16.978
-181.329, -0.307, 9.408, 17.011
-181.329, -0.621, 9.439, 17.044
-181.328, -0.936, 9.470, 17.077
-181.327, -1.253, 9.500, 17.110
-181.326, -1.570, 9.531, 17.143
-181.325, -1.889, 9.562, 17.176
-181.324, -2.208, 9.594, 17.209
-181.323, -2.529, 9.625, 17.242
-181.322, -2.850, 9.656, 17.275
-181.321, -3.173, 9.688, 17.308
-181.320, -3.497, 9.719, 17.341
-181.319, -3.822, 9.751, 17.374
-181.318, -4.147, 9.783, 17.407
-181.317, -4.474, 9.815, 17.440
-181.316, -4.802, 9.847, 17.473
-181.315, -5.131, 9.879, 17.506
-181.314, -5.461, 9.911, 17.539
-181.313, -5.793, 9.944, 17.572
-181.312, -6.125, 9.976, 17.605
-181.311, -6.458, 10.009, 17.638
-181.310, -6.793, 10.042, 17.671
-181.309, -7.128, 10.075, 17.704
-181.308, -7.465, 10.108, 17.737
-181.307, -7.803, 10.141, 17.770
-181.306, -8.142, 10.174, 17.803
-181.305, -8.482, 10.207, 17.836
-181.304, -8.823, 10.241, 17.869
-181.303, -9.165, 10.274, 17.902
-181.302, -9.508, 10.308, 17.935
-181.301, -9.853, 10.342, 17.968
-181.299, -10.198, 10.376, 18.001
-181.298, -10.545, 10.410, 18.034
-181.297, -10.893, 10.444, 18.067
-181.296, -11.242, 10.478, 18.100
-181.295, -11.592, 10.512, 18.133
-181.294, -11.943, 10.547, 18.166
-181.292, -12.296, 10.581, 18.199
-181.291, -12.649, 10.616, 18.232
-181.290, -13.004, 10.651, 18.265
-181.289, -13.360, 10.686, 18.298
-181.288, -13.717, 10.721, 18.331
-181.286, -14.075, 10.756, 18.364
-181.285, -14.435, 10.791, 18.397
-181.284, -14.795, 10.827, 18.430
-181.283, -15.157, 10.862, 18.463
-181.281, -15.520, 10.898, 18.496
-181.280, -15.884, 10.934, 18.529
-181.279, -16.250, 10.970, 18.562
-181.277, -16.616, 11.006, 18.595
-181.276, -16.984, 11.042, 18.628
-181.275, -17.353, 11.079, 18.661
-181.273, -17.723, 11.115, 18.694
-181.272, -18.095, 11.152, 18.727
-181.270, -18.467, 11.188, 18.760
-181.269, -18.841, 11.225, 18.793
-181.268, -19.216, 11.262, 18.826
-181.266, -19.593, 11.299, 18.859
-181.265, -19.970, 11.336, 18.892
-181.263, -20.349, 11.374, 18.925
-181.262, -20.729, 11.411, 18.958
-181.260, -21.110, 11.449, 18.991
-181.259, -21.493, 11.486, 19.024
-181.257, -21.877, 11.524, 19.057
-181.256, -22.262, 11.563, 19.090
-181.254, -22.648, 11.601, 19.123
-181.253, -23.036, 11.640, 19.156
-181.251, -23.425, 11.678, 19.189
-181.250, -23.815, 11.717, 19.222
-181.248, -24.207, 11.757, 19.255
-181.247, -24.600, 11.796, 19.288
-181.245, -24.994, 11.835, 19.321
-181.244, -25.389, 11.875, 19.354
-181.242, -25.786, 11.915, 19.387
-181.240, -26.184, 11.955, 19.420
-181.239, -26.584, 11.995, 19.453
-181.237, -26.985, 12.035, 19.486
-181.235, -27.387, 12.075, 19.519
-181.234, -27.791, 12.116, 19.552
-181.232, -28.195, 12.156, 19.585
-181.230, -28.602, 12.197, 19.618
-181.228, -29.009, 12.237, 19.651
-181.227, -29.418, 12.278, 19.684
-181.225, -29.829, 12.319, 19.717
-181.223, -30.240, 12.360, 19.750
-181.221, -30.653, 12.401, 19.783
-181.220, -31.068, 12.443, 19.816
-181.218, -31.483, 12.484, 19.849
-181.216, -31.901, 12.526, 19.882
-181.214, -32.319, 12.567, 19.915
-181.212, -32.739, 12.609, 19.948
-181.211, -33.161, 12.651, 19.981
-181.209, -33.583, 12.693, 20.014
-181.207, -34.008, 12.735, 20.047
-181.205, -34.433, 12.778, 20.080
-181.203, -34.860, 12.820, 20.113
-181.201, -35.289, 12.863, 20.146
-181.199, -35.718, 12.906, 20.179
-181.197, -36.150, 12.949, 20.212
-181.195, -36.582, 12.993, 20.245
-181.193, -37.017, 13.036, 20.278
-181.191, -37.452, 13.080, 20.311
-181.189, -37.889, 13.123, 20.344
-181.187, -38.328, 13.167, 20.377
-181.185, -38.768, 13.211, 20.410
-181.183, -39.209, 13.255, 20.443
-181.181, -39.652, 13.300, 20.476
-181.179, -40.097, 13.344, 20.509
-181.177, -40.543, 13.389, 20.542
-181.174, -40.990, 13.433, 20.575
-181.172, -41.439, 13.478, 20.608
-181.170, -41.890, 13.523, 20.641
-181.168, -42.341, 13.568, 20.674
-181.166, -42.795, 13.613, 20.707
-181.163, -43.250, 13.659, 20.740
-181.161, -43.706, 13.704, 20.773
-181.159, -44.164, 13.750, 20.806
-181.157, -44.624, 13.796, 20.839
-181.154, -45.085, 13.842, 20.872
-181.152, -45.547, 13.888, 20.905
-181.150, -46.011, 13.935, 20.938
-181.147, -46.477, 13.981, 20.971
-181.145, -46.944, 14.028, 21.004
-181.143, -47.413, 14.075, 21.037
-181.140, -47.883, 14.122, 21.070
-181.138, -48.355, 14.169, 21.103
-181.135, -48.829, 14.216, 21.136
-181.133, -49.304, 14.264, 21.169
-181.130, -49.781, 14.311, 21.202
-181.128, -50.259, 14.359, 21.235
-181.125, -50.739, 14.407, 21.268
-181.123, -51.220, 14.456, 21.301
-181.120, -51.703, 14.504, 21.334
-181.118, -52.188, 14.552, 21.367
-181.115, -52.674, 14.601, 21.400
-181.113, -53.162, 14.650, 21.433
-181.110, -53.652, 14.699, 21.466
-181.107, -54.143, 14.748, 21.499
-181.105, -54.636, 14.797, 21.532
-181.102, -55.130, 14.847, 21.565
-181.099, -55.627, 14.896, 21.598
-181.097, -56.124, 14.946, 21.631
-181.094, -56.624, 14.996, 21.664
-181.091, -57.125, 15.046, 21.697
-181.088, -57.628, 15.096, 21.730
-181.085, -58.132, 15.147, 21.763
-181.083, -58.639, 15.197, 21.796
-181.080, -59.146, 15.248, 21.829
-181.077, -59.656, 15.299, 21.862
-181.074, -60.167, 15.350, 21.895
-181.071, -60.680, 15.402, 21.928
-181.068, -61.195, 15.453, 21.961
-181.065, -61.711, 15.505, 21.994
-181.062, -62.229, 15.557, 22.027
-181.059, -62.749, 15.609, 22.060
-181.056, -63.271, 15.661, 22.093
-181.053, -63.794, 15.713, 22.126
-181.050, -64.319, 15.766, 22.159
-181.047, -64.846, 15.819, 22.192
-181.044, -65.375, 15.871, 22.225
-181.041, -65.905, 15.925, 22.258
-181.037, -66.437, 15.978, 22.291
-181.034, -66.971, 16.031, 22.324
-181.031, -67.507, 16.085, 22.357
-181.028, -68.045, 16.139, 22.390
-181.025, -68.584, 16.193, 22.423
-181.021, -69.125, 16.247, 22.456
-181.018, -69.668, 16.301, 22.489
-181.015, -70.213, 16.356, 22.522
-181.011, -70.759, 16.411, 22.555
-181.008, -71.308, 16.466, 22.588
-181.005, -71.858, 16.521, 22.621
-181.001, -72.410, 16.576, 22.654
-180.998, -72.964, 16.631, 22.687
-180.994, -73.520, 16.687, 22.720
-180.991, -74.078, 16.743, 22.753
-180.987, -74.637, 16.799, 22.786
-180.984, -75.199, 16.855, 22.819
-180.980, -75.762, 16.911, 22.852
-180.976, -76.327, 16.968, 22.885
-180.973, -76.894, 17.025, 22.918
-180.969, -77.463, 17.082, 22.951
-180.965, -78.034, 17.139, 22.984
-180.962, -78.606, 17.196, 23.017
-180.958, -79.181, 17.254, 23.050
